OrdemPad;OrdemEns;N;cv;rho;p;algorithm;Cost;SL;Smax;Smin
92;737;20;0,5;0,8;0,05;ACO;178378,64;99,16;[925.0, 220.0, 575.0, 315.0, 470.0, 525.0, 130.0, 735.0, 480.0, 445.0, 745.0, 650.0, 380.0, 920.0, 810.0, 295.0, 560.0, 480.0, 955.0, 40.0];[225.0, 205.0, 80.0, 255.0, 85.0, 145.0, 105.0, 260.0, 25.0, 50.0, 605.0, 320.0, 165.0, 220.0, 260.0, 195.0, 470.0, 85.0, 225.0, 20.0]
516;738;5;0,5;0,7;0,15;ACO;180652,70;86,77;[815.0, 590.0, 475.0, 895.0, 960.0];[740.0, 315.0, 185.0, 555.0, 465.0]
175;739;5;0,25;0,9;0,05;GA;84034,35;98,47;[827.54, 496.34, 913.94, 953.82, 856.68];[116.33810214682127, 419.1250454204452, 843.5051388335083, 850.3217223228281, 635.7935934770138]
490;740;5;0,25;0,8;0,15;NM;137406,42;90,56;[680.8917506524966, 664.0839300803638, 234.48799132416707, 388.8746442767622, 435.07755098566736];[147.39705054346916, 336.19541163162216, 131.98725705829324, 188.09352781645123, 264.7262468182809]
307;741;10;0,5;0,8;0,05;GA;98259,57;98,53;[724.59, 394.1, 84.48, 126.08, 620.0, 511.29, 602.55, 517.63, 217.52, 760.81];[526.3775461506292, 97.37386275189155, 38.34363803326522, 94.42014437574585, 345.23463903746443, 179.11733994318894, 120.59365735667186, 218.41632155166914, 190.56135620923172, 1.3138004726493393]
316;742;10;0,5;0,9;0;ACO;111973,62;99,68;[320.0, 665.0, 395.0, 670.0, 205.0, 865.0, 330.0, 655.0, 755.0, 350.0];[250.0, 250.0, 120.0, 600.0, 50.0, 280.0, 70.0, 460.0, 700.0, 95.0]
14;743;20;0,1;0,8;0;NM;154957,93;99,95;[484.8879070357349, 548.8118816457305, 452.15780982263476, 585.863687680964, 478.5095019695354, 512.0704957400219, 501.9519083497825, 499.8682989725213, 463.7842148283124, 486.6060636334912, 506.2825172080305, 428.83571107200714, 546.2058834290075, 580.3956450053887, 606.5040029266705, 454.81034592138855, 509.8647562751375, 450.72197978292957, 437.5866614027804, 554.1498215641949];[200.36454952825756, 273.0448815161266, 209.1615826058746, 301.3969960050457, 214.21430472241556, 251.90921485228876, 234.57692970193077, 291.9282417294807, 291.4371893511826, 186.32430292653203, 230.1824063182678, 258.2027759220759, 350.40084828916974, 225.3375418350516, 289.20534905989194, 172.61291932839558, 274.9727716821569, 200.3262247195413, 203.47290433996994, 268.4638579809469]
545;744;10;0,1;0,7;0,05;RD;126076,99;98,64;[371.9866688444805, 845.9113043899443, 833.1148856439969, 224.5275157043044, 621.4450307510709, 590.1644950948954, 951.9567945496651, 816.6199006413337, 863.3994897890661, 517.3562510438379];[147.06652721627816, 700.8007442147095, 765.7464399635278, 41.96259472395532, 620.6492817220549, 376.98531637375805, 911.8127570289201, 434.30427544460014, 127.78566382097146, 147.8610448017262]
385;745;20;0,25;0,9;0;RD;168560,68;99,35;[481.5109311256509, 405.24519213905995, 673.322076903823, 644.6648497338958, 151.0868966362512, 365.8504175298212, 630.9466409066931, 352.96156090213515, 879.1721450812621, 235.41952321526583, 512.6595460923994, 307.3596003738536, 92.24327863980119, 693.5358018333022, 756.9730304697807, 418.5328560061371, 229.723403725699, 678.7406213197943, 234.25191750726682, 374.7023260242904];[260.4295649467392, 325.85865135983875, 471.5379070546857, 147.50580992963307, 10.94106165770598, 53.66070683957049, 249.17505587421084, 78.34608401599188, 407.3136150707605, 17.553711429228066, 234.60106880843682, 8.15950654113787, 87.20621211948213, 397.0877433649905, 230.2683034628673, 152.3778093795535, 116.10072230793571, 151.1729239578076, 172.5981416060953, 137.25201957754047]
816;746;5;0,25;0,8;0,15;ACO;73016,67;99,39;[820.0, 650.0, 630.0, 705.0, 330.0];[715.0, 345.0, 445.0, 585.0, 290.0]
837;747;5;0,5;0,7;0,15;RD;147838,78;90,38;[488.59904295903146, 712.8120264290509, 485.5310110227622, 515.8205745213645, 541.4115216073468];[458.48141673699246, 653.7280281610838, 402.60407539969356, 136.62355913035572, 312.54528908460514]
898;748;10;0,1;0,9;0,15;NM;87915,24;99,74;[592.4305314421896, 538.1617667550432, 613.1449850416172, 485.81282277850994, 440.4417393480611, 469.42100993003504, 535.6655462487479, 596.3784710061589, 428.7950000480399, 532.8428444805609];[353.2712183783434, 299.8479756261481, 244.81820437077474, 289.3413869417392, 213.4451403323042, 282.33206086273213, 236.68022684573938, 247.53557212103124, 206.90580382324202, 309.954159546127]
332;749;20;0,1;0,7;0,05;ACO;162302,03;99,06;[575.0, 385.0, 955.0, 765.0, 445.0, 455.0, 390.0, 395.0, 660.0, 550.0, 335.0, 205.0, 55.0, 340.0, 195.0, 950.0, 320.0, 440.0, 335.0, 275.0];[325.0, 255.0, 445.0, 635.0, 240.0, 15.0, 245.0, 150.0, 70.0, 335.0, 100.0, 115.0, 55.0, 185.0, 45.0, 565.0, 175.0, 145.0, 115.0, 255.0]
110;750;5;0,1;0,7;0;NM;118675,16;96,7;[1399.424545130728, 777.560620021934, 1612.6495081497949, 1483.715604452689, 892.6297892370122];[1271.8674973253528, 164.21955630535444, 701.1488427255163, 1061.0651742417124, 688.0688672174124]
813;751;5;0,25;0,8;0,15;RD;89159,31;97,76;[846.7744056914987, 952.9861057338593, 565.1916099817803, 498.0954310223583, 891.8343987192479];[787.6564130598904, 854.9480408231559, 128.60856922923395, 224.46571374506607, 771.5727669944945]
913;752;10;0,25;0,8;0;RD;110800,96;99,54;[228.1837290655585, 173.6043309339723, 227.43930147599633, 342.0612748190196, 940.4409731302549, 859.8746984290904, 292.539547475453, 505.39983526775336, 679.372118870077, 628.3646578682265];[165.16122741422924, 155.7657836577752, 118.84304586955017, 204.7878717253133, 770.8094072778597, 534.0551485970583, 134.4899306808012, 418.7265582945938, 632.1382125296803, 394.5232839021288]
492;753;5;0,25;0,8;0,15;ACO;105743,89;95,68;[865.0, 645.0, 510.0, 810.0, 190.0];[685.0, 635.0, 445.0, 715.0, 145.0]
591;754;10;0,25;0,8;0;GA;111499,28;99,02;[298.19, 547.3, 969.2, 870.92, 199.67, 672.6, 126.32, 247.96, 679.03, 680.17];[244.0049908532475, 274.19992796116753, 670.6643667941007, 705.5763719548092, 133.71985611362422, 309.55419411899493, 28.06345899676131, 0.9070975837105417, 591.3470463126077, 527.3737468648537]
616;755;10;0,5;0,7;0;ACO;128647,78;97,88;[615.0, 350.0, 755.0, 900.0, 945.0, 425.0, 710.0, 875.0, 815.0, 875.0];[450.0, 65.0, 635.0, 375.0, 265.0, 400.0, 320.0, 375.0, 295.0, 810.0]
350;756;20;0,1;0,9;0;NM;144862,79;100;[412.01124257630147, 389.23635700467474, 617.0750294220298, 503.57662577126234, 263.68496943338783, 422.02469031462294, 486.29412736744825, 763.2535448952091, 283.55447185852177, 286.6998296941639, 607.3735564084495, 122.53087424218336, 385.7840037780227, 346.6856286575759, 394.49957342315395, 572.7399525542119, 429.2229196972125, 484.26046688835885, 505.83266127734913, 315.09268146053404];[236.9509332956813, 280.9697107184016, 487.47097672106, 146.66100627149487, 91.69111663162306, 136.679940338893, 221.68644302787288, 622.8834870901618, 86.13151667912472, 109.30240724356422, 299.12885880364723, 28.535931310219354, 177.27222113995293, 137.1673060509025, 91.8637610586373, 179.34451555856464, 184.8572017194616, 136.0001335523626, 211.2968143121049, 225.98804305407361]
159;757;5;0,25;0,8;0;GA;91466,19;97,47;[903.41, 209.43, 593.32, 713.21, 550.97];[820.0965265086271, 121.60059847704551, 535.6476591791904, 551.2789367833517, 496.4004351138307]
553;758;10;0,1;0,8;0;RD;111392,16;98,98;[810.4465768403237, 635.9672833175384, 333.38146134350535, 245.40371669457173, 908.6619813524115, 287.00615921389925, 680.1663668658078, 667.7668434108589, 817.9303053165344, 459.44747719545296];[56.10639491042446, 291.4097584289604, 219.52648203511265, 160.30078937043083, 781.279019725424, 267.65981778154514, 150.42335455062567, 493.84219190431276, 569.4244168607985, 216.34658528145275]
36;759;20;0,1;0,9;0,15;ACO;178998,68;96,46;[625.0, 795.0, 340.0, 395.0, 535.0, 190.0, 395.0, 515.0, 85.0, 450.0, 435.0, 380.0, 630.0, 215.0, 865.0, 120.0, 290.0, 915.0, 555.0, 280.0];[250.0, 65.0, 225.0, 105.0, 335.0, 70.0, 135.0, 425.0, 25.0, 225.0, 375.0, 265.0, 105.0, 40.0, 230.0, 20.0, 270.0, 40.0, 445.0, 90.0]
338;760;20;0,1;0,8;0;NM;149633,84;99,92;[428.62054422481043, 470.35452145900905, 544.0904476057054, 531.3937293515702, 589.4898661691145, 466.3616524159458, 625.8644736836443, 501.4356376481627, 434.4677048448224, 409.1618752696759, 534.5807919476272, 577.5358770507231, 465.97373388593803, 545.1771639885733, 353.7759367343285, 432.6994731756698, 530.2303286978149, 540.2637483832816, 491.9302352005472, 300.0086062608065];[241.08459805623966, 190.96233190984537, 289.1282714961619, 196.07581730832587, 278.85845955516686, 273.0369125123625, 237.93138824608064, 265.37893099359684, 276.4822670975369, 220.94347527011666, 258.39145504660996, 262.45644192881844, 236.53229361659393, 226.5941099369458, 199.04550765023663, 195.0137221870607, 135.74531855786972, 215.09357163343668, 235.86322277336592, 189.71879115987065]
374;761;20;0,25;0,8;0;NM;148196,60;99,95;[440.2174812092771, 499.26863221299294, 402.57798266384145, 474.2994024464342, 545.3969629974215, 473.6759958304002, 425.82266544831805, 408.35857847229823, 628.754554322564, 411.1186820557131, 481.50496426726863, 486.7960724544273, 610.426132452729, 481.37186381071524, 502.0871848325626, 428.99466400103586, 559.7861798672607, 499.2582668208363, 397.007498850266, 404.11408627110575];[162.8301975589237, 275.23217944325836, 242.75660151009455, 195.0182116656068, 242.20964903521642, 238.78811704228056, 155.96746283902243, 168.68778774821644, 249.58216966263848, 209.84406382616856, 275.6322794181699, 258.9648392712807, 307.5390406833927, 300.3521015818267, 250.21098931651477, 253.31387847405256, 298.07444387515113, 280.75718243886985, 141.28020284405528, 176.40689628219667]
787;762;5;0,1;0,9;0,05;GA;69494,18;99,97;[857.38, 647.28, 611.16, 509.15, 577.84];[690.2345451148783, 259.49453045934825, 438.3643811786921, 326.9983314771575, 183.22962481453413]
157;763;5;0,25;0,8;0;RD;124289,75;93,44;[539.3107419818107, 814.5736003553978, 801.2123197239886, 269.0372896668074, 983.6810568829729];[388.0196389383145, 308.2097598176718, 384.298413482828, 42.425871334078, 922.5183321548205]
633;764;10;0,5;0,8;0,15;RD;120399,37;99,11;[841.485060870294, 861.3164952897873, 541.7477157266504, 443.1352091327159, 130.97217969397445, 657.9183219123748, 274.3354325341517, 423.69743279534055, 931.0384183470022, 368.5417859652709];[600.7994304633216, 365.7143273570903, 520.0561884308445, 259.17641264710915, 35.3542146206861, 295.9762907152889, 40.11199594445903, 405.3234421654454, 453.6572590655132, 310.7877850870998]
99;765;20;0,5;0,9;0;GA;164211,37;98,31;[32.36, 343.48, 102.89, 917.02, 986.0, 522.8, 761.32, 223.93, 262.26, 826.5, 623.04, 738.87, 976.17, 256.91, 756.01, 807.35, 948.88, 375.37, 69.69, 102.22];[28.03366176635177, 64.39685688016056, 13.324247184477278, 482.0415081475384, 328.47994009212204, 232.30896882722053, 0.23981879705989886, 131.58431470841631, 203.84255323898725, 788.3034871314495, 413.4857651412506, 132.53568884108697, 756.4642702030901, 134.99312074722917, 95.68877824131957, 144.0213585459851, 532.7378963225366, 347.1693771628051, 46.14300641804869, 47.633375785328624]
115;766;5;0,1;0,7;0,05;GA;213931,22;83,23;[414.77, 648.81, 260.44, 965.42, 280.21];[124.86484922415559, 481.06873087971144, 219.94703484166, 922.0491444466105, 138.87569344251037]
571;767;10;0,1;0,9;0,05;GA;99152,47;99,42;[75.19, 721.69, 139.16, 660.2, 49.41, 95.91, 17.75, 719.69, 841.56, 686.87];[55.36402428614333, 632.9018922219885, 127.78484663735625, 658.7900252715245, 11.87163468697581, 20.993429985163072, 13.796150791898858, 388.9881891242229, 58.697213333023015, 562.981663351108]
170;768;5;0,25;0,9;0;NM;93823,98;95,51;[268.40970704639204, 613.1478129561951, 576.5660369167566, 670.9271727153226, 387.8013570653378];[51.03756213448104, 324.5456661106391, 142.91551189437683, 394.1100143406378, 115.7456833581816]
676;769;20;0,1;0,9;0;ACO;150706,80;97,63;[140.0, 255.0, 115.0, 250.0, 570.0, 705.0, 460.0, 515.0, 360.0, 290.0, 165.0, 280.0, 460.0, 235.0, 265.0, 245.0, 190.0, 820.0, 210.0, 350.0];[125.0, 35.0, 80.0, 170.0, 5.0, 210.0, 135.0, 100.0, 240.0, 20.0, 135.0, 265.0, 100.0, 85.0, 170.0, 225.0, 70.0, 145.0, 115.0, 95.0]
355;770;20;0,1;0,9;0,05;GA;170021,59;98,82;[285.46, 926.28, 129.02, 302.77, 771.55, 702.1, 956.43, 878.39, 573.78, 200.5, 142.4, 399.52, 246.67, 278.74, 703.6, 554.73, 699.79, 163.87, 426.64, 790.83];[231.6886657790574, 447.05956043748927, 106.7211580749651, 102.89905287778085, 134.4388631979705, 448.9707225967807, 463.95289867552026, 788.4237693120295, 109.74039985412257, 137.70651737466918, 111.08328260464593, 339.50463892859096, 78.97877940696279, 133.56784564304778, 566.7680369443808, 85.69715711240754, 537.6471734521757, 91.63413586998726, 181.62955431656354, 87.85242947432891]
869;771;10;0,1;0,7;0,05;RD;126680,13;97,71;[420.9038376539047, 738.7882647104439, 498.30933804561494, 711.9970620444047, 788.905962348809, 479.0725637853489, 520.0278998980675, 747.2450175178617, 681.1578485420024, 915.9532313820183];[312.95596521732074, 332.0237291870779, 251.13909662820876, 507.042957540249, 545.4084474171326, 271.10532480527337, 334.1235796114981, 625.9341324452197, 162.497275056777, 11.520285106247238]
902;772;10;0,25;0,7;0;NM;111722,25;98,36;[330.80552244909154, 502.20805853890846, 602.3081577768315, 581.1707454957045, 656.2875408272665, 724.9612394977452, 761.2659323691951, 499.4295763041538, 771.2170392859449, 353.88868322715206];[270.9237193083992, 154.5667414320313, 238.29047427504526, 273.0850611174729, 387.66339715041374, 352.0245611723562, 658.6952738316087, 314.90814065103353, 453.1916258760127, 211.0243321479225]
257;773;10;0,25;0,7;0,05;RD;114647,32;97,82;[641.2430405271505, 300.94265717435485, 520.6453086257661, 998.6211000895114, 340.0759743973477, 452.8424536414386, 999.4817088168255, 382.74017991458567, 550.41761727811, 582.422267991566];[253.16878401279965, 241.5935966681476, 273.32029350980525, 860.1202257892099, 260.1039705940753, 226.99797997066003, 792.0728080857685, 104.54181119859605, 385.3777477186916, 441.5832571089648]
644;774;10;0,5;0,9;0,05;ACO;105692,61;99,98;[480.0, 690.0, 375.0, 555.0, 905.0, 215.0, 350.0, 570.0, 575.0, 210.0];[310.0, 480.0, 125.0, 130.0, 735.0, 145.0, 180.0, 270.0, 215.0, 150.0]
75;775;20;0,5;0,7;0;GA;166383,20;97,7;[260.78, 380.83, 975.29, 685.0, 461.89, 889.2, 20.18, 747.55, 59.36, 17.77, 203.84, 988.2, 96.97, 442.99, 4.31, 55.23, 246.43, 294.32, 271.69, 861.46];[180.777541284274, 226.4800190150864, 537.4103662120655, 510.1126141333317, 287.66255639654355, 554.4480234863178, 1.3091171692966914, 49.41374975952834, 27.051287168342885, 5.487584270051096, 66.13685524392093, 866.244816100399, 66.13917700674746, 85.84144367560434, 1.7794754708039022, 18.509290340899035, 65.47132369676461, 4.032686272789655, 27.918657197077568, 154.39476580117974]
297;776;10;0,5;0,7;0,15;RD;121956,47;97,45;[934.5980163781626, 887.4242949053382, 527.8210475118237, 623.4876819261187, 807.5126567848458, 224.87225962715485, 761.1187993828493, 353.49763202571137, 429.08719852515867, 590.9783515923496];[347.97251318934684, 507.73233595934903, 278.3171622194978, 415.1494578590457, 656.6687621023394, 39.057710766555154, 347.3327992276419, 100.7247817912602, 398.91472518074863, 402.12341913661214]
769;777;5;0,1;0,8;0;RD;117949,10;94,88;[970.2511335226711, 456.7103619537428, 777.0615448249853, 402.68890220842843, 911.5651062892814];[928.9834726582055, 394.3491242583419, 400.270964872887, 290.59048834406485, 758.4902680820659]
289;778;10;0,5;0,7;0;RD;130565,43;97,37;[956.6343021695154, 310.6873163803214, 659.6379792249604, 464.7308380664782, 807.0694005897037, 552.5043620293673, 109.93334635782558, 581.0132749479493, 550.1004453402088, 788.501093579563];[836.3876233296683, 117.05526809032932, 90.6339590213659, 230.59831348751857, 231.42204020997977, 422.97768334453315, 71.50286488011957, 254.6247277781963, 457.741244893059, 727.9594940021688]
531;779;5;0,5;0,9;0;GA;83287,10;97,8;[212.46, 858.93, 257.3, 640.53, 702.31];[205.76264460416246, 146.1190872419227, 191.461518694058, 237.18931441363574, 687.9068173438475]
301;780;10;0,5;0,8;0;RD;114323,07;97,58;[377.1799172707437, 542.6130916029604, 530.1584280301616, 551.3667004997892, 738.7033752937268, 357.4041267922887, 471.4080373564019, 557.4028668611436, 411.66134312936674, 373.5608060348018];[199.87540131547868, 419.0741565185172, 432.1591146299235, 434.1482482461183, 340.7436793076105, 265.6584950536068, 453.9811983457802, 439.8063052918972, 274.60737679661344, 206.39863672522168]
666;781;20;0,1;0,8;0,05;NM;143750,28;99,91;[630.0051139988697, 512.3437471765117, 420.6293252723896, 579.1185960355218, 614.8531181047384, 350.72001018316155, 608.1648515743984, 372.794747821644, 583.7289657005812, 361.98350256303513, 497.70260548874006, 439.6336889041088, 585.8375832682125, 569.7218335219286, 405.2088229447437, 363.8503870876906, 467.6283601146407, 342.73565278458835, 607.2373580401709, 530.3657235638866];[338.5411981612762, 285.8557161242602, 112.41175074538482, 242.7947774918299, 202.8681823047457, 177.03784724271878, 446.79207473417773, 157.05679378020136, 251.5141707758971, 171.9686271785805, 189.26445378232918, 240.78019157582924, 246.81479561234474, 270.5450720146029, 101.52761746118053, 136.69311891495067, 146.53138388725435, 168.5216396447494, 177.8576442678609, 302.9027177456822]
870;782;10;0,1;0,7;0,05;NM;127540,38;96,39;[652.4158433861625, 529.1467032872519, 477.08708284935545, 584.2708413764421, 853.1411187344734, 721.5558411267107, 473.9436968479797, 448.9596779161302, 608.1321707074617, 422.4203078417288];[407.23026531569025, 411.5698045384165, 389.9843187271273, 351.84159038358126, 446.7138293729486, 627.1208147972166, 249.62399792823834, 261.66983758789763, 282.28022927006316, 129.5540742676044]
942;783;10;0,5;0,7;0,05;NM;105550,76;99,03;[681.8395584000001, 378.7217752, 677.3395687999999, 677.8342804, 588.971392, 801.332304, 676.7722920000001, 709.2638382, 556.7156628, 343.238636];[313.718114677592, 236.3860587860544, 327.24113243182944, 182.81195919662503, 327.45937704415337, 259.2105553079497, 359.9573831458392, 495.6260771210748, 332.3462773498994, 182.56693156683681]
782;784;5;0,1;0,9;0;NM;77192,89;98,68;[1228.7175048901763, 683.517163009221, 679.0443867926923, 1023.4075831795286, 665.0391411316285];[307.5210766621685, 356.4899619416307, 473.47703465326816, 657.2009625902881, 194.71556874862358]
744;785;20;0,5;0,8;0,15;ACO;168646,56;99,59;[635.0, 405.0, 230.0, 930.0, 520.0, 260.0, 855.0, 605.0, 770.0, 255.0, 335.0, 460.0, 695.0, 85.0, 190.0, 700.0, 125.0, 175.0, 650.0, 790.0];[465.0, 340.0, 145.0, 305.0, 220.0, 80.0, 325.0, 285.0, 350.0, 80.0, 245.0, 255.0, 210.0, 20.0, 165.0, 75.0, 45.0, 5.0, 635.0, 610.0]
343;786;20;0,1;0,8;0,05;GA;148009,52;99,71;[454.93, 730.78, 583.98, 331.78, 118.08, 795.92, 627.86, 321.69, 325.78, 980.48, 342.71, 25.89, 263.93, 362.6, 583.62, 132.29, 7.37, 784.06, 843.15, 742.13];[223.20625009456157, 252.56126960397015, 164.16905225151484, 36.337567602763706, 11.712869825182752, 327.70806243723325, 542.7624540942921, 192.84595821096246, 63.30959295459676, 678.3984187500931, 260.23978420209903, 11.824586921982382, 195.79571785812465, 18.766504943199415, 459.58774885639804, 29.21771303630206, 0.48699394432655735, 639.7642015456386, 406.42453150409966, 173.09127192591598]
792;787;5;0,1;0,9;0,15;ACO;70372,69;99,47;[830.0, 415.0, 435.0, 840.0, 720.0];[815.0, 210.0, 300.0, 185.0, 590.0]
97;788;20;0,5;0,9;0;RD;168441,66;99,85;[329.73118643463187, 449.2708203417003, 89.71629818490112, 651.3619402548945, 123.09416808974748, 263.5522192452258, 427.05859109123435, 553.5438595788356, 399.86820768256524, 171.9179680903863, 292.52338590429326, 83.25593572832501, 233.996526961459, 92.40864812780303, 206.49651705939297, 330.00713623981227, 726.8899457511689, 454.8579581409722, 980.1601369597998, 529.5197714923131];[260.8859538260666, 180.13808343661057, 40.805351637258134, 103.62433183273002, 110.64337778323002, 119.3752478260969, 166.9516407888464, 217.36695522745458, 78.92300439478521, 100.82504626817152, 71.04367015650196, 13.591098359373719, 86.74323395389425, 32.30087688995201, 106.13942604560191, 89.66983584411153, 646.1557916674718, 445.96567242708056, 209.57910204674147, 369.54344341211595]
646;789;10;0,5;0,9;0,15;NM;86954,91;99,48;[366.42303684817455, 516.6481455071214, 485.3610453503897, 304.0388843083579, 517.5915963375307, 389.6434671111313, 446.7197082148742, 582.6666944038614, 552.3904033409899, 335.47822085946495];[178.7620897445262, 363.6231518499374, 255.03211962825776, 133.81431824060968, 170.69725896428514, 124.60954955204171, 154.27692194388123, 281.790361626291, 273.8195273509782, 119.9722103604613]
288;790;10;0,25;0,9;0,15;ACO;102172,93;98,16;[635.0, 750.0, 430.0, 670.0, 490.0, 160.0, 315.0, 300.0, 520.0, 145.0];[240.0, 525.0, 125.0, 615.0, 100.0, 15.0, 250.0, 35.0, 405.0, 75.0]
268;791;10;0,25;0,8;0;ACO;104541,32;98,93;[270.0, 755.0, 765.0, 530.0, 555.0, 290.0, 755.0, 490.0, 920.0, 395.0];[185.0, 580.0, 635.0, 235.0, 105.0, 215.0, 70.0, 270.0, 300.0, 155.0]
201;792;5;0,5;0,8;0,15;RD;81093,42;98,91;[854.0645220138132, 828.2297500161585, 501.7346141425203, 726.8393715606304, 427.85285892397604];[706.2015724800335, 670.4255317472993, 422.06947063565246, 476.34345313386626, 298.10173810145517]
299;793;10;0,5;0,7;0,15;GA;135379,47;94,77;[946.45, 64.11, 951.63, 781.61, 271.31, 589.19, 363.78, 193.71, 353.71, 428.88];[289.2218340243812, 39.194909172503735, 260.50051727904975, 713.7157018974937, 226.54903676706348, 200.46872684805572, 348.81688767966693, 23.286720364845294, 181.35168626936027, 199.78943859722358]
581;794;10;0,25;0,7;0,05;RD;134269,10;97,08;[642.6198223213061, 808.2301414641814, 652.8564810784951, 892.1000708704759, 684.4455680512058, 894.7944730656571, 729.74937635408, 244.8245403609549, 716.3497206636868, 636.1500753425569];[556.5737736782944, 456.9807026468745, 458.8301248540905, 609.9395254418683, 113.94918650868874, 610.2903575899952, 699.5557536940773, 154.8675215502685, 458.0119639464648, 149.79262655937313]
382;795;20;0,25;0,8;0,15;NM;150920,17;99,94;[564.0635096287713, 507.90857568235236, 539.6626520966411, 357.48938474378036, 424.17717045646924, 519.7757455686641, 479.7009034796636, 421.54397904555015, 573.8920060162925, 476.6049209488099, 432.8077232611526, 500.70836826777537, 476.2427137139459, 434.5207944627365, 428.72438065041604, 265.1301575307724, 516.8643687851974, 521.1654770607496, 406.20656589788155, 458.027291002767];[366.4328846166462, 243.09008014906863, 295.6966796973504, 222.30175998374924, 218.6697150405122, 268.83476517546313, 222.9549097443745, 128.37088461034003, 206.5013697494115, 222.31315893244943, 252.59204056178518, 229.38258685958098, 293.65034566846424, 242.24470322243192, 244.14515023170696, 130.49659117129454, 280.31364090704125, 306.7179662563796, 226.03228450397512, 201.76108553949297]
554;796;10;0,1;0,8;0;NM;98850,96;99,74;[704.3057566283468, 634.6924899025614, 780.0092534901273, 476.14268537742464, 531.4305397949329, 451.85395088465725, 589.0886822678306, 514.9816267469843, 432.55397840853334, 441.32160322331];[468.8150939447701, 495.5613853589558, 520.6165973944292, 210.47933390054374, 224.23704694424617, 346.1312736839127, 302.2462949939419, 270.0807375507272, 307.65457999100374, 230.71336327636982]
439;797;5;0,1;0,7;0,05;GA;229930,45;82,04;[121.99, 72.03, 135.58, 309.92, 282.62];[68.70081209348758, 46.83056952446242, 133.67966833537272, 232.77927550484216, 263.1540851390914]
806;798;5;0,25;0,8;0;NM;94846,22;95,69;[769.8246011260832, 455.4689591467681, 375.002265623632, 802.6638088010945, 511.21784740814076];[357.9839496539037, 436.28297732783835, 223.4804059818181, 257.2666445696843, 409.6734786020221]
411;799;20;0,5;0,8;0;GA;172640,12;97,76;[159.89, 515.88, 967.71, 468.03, 216.48, 566.99, 743.6, 295.14, 450.63, 212.52, 978.32, 683.83, 339.8, 320.55, 397.06, 726.58, 263.5, 492.22, 748.12, 16.56];[8.455441264438843, 339.32344612994615, 313.96696902193645, 130.5359580411539, 90.11425907446568, 332.7698702402051, 514.7081296757723, 96.87022682885457, 157.46730016438593, 45.74640398573543, 174.29045870242328, 174.89976582791684, 13.079209808600854, 242.6394657844869, 158.35003552475175, 512.8458123844146, 74.23309721242836, 309.0275584533734, 556.7060452461868, 10.485129594921597]
768;800;5;0,1;0,7;0,15;ACO;191742,79;86,21;[790.0, 710.0, 240.0, 895.0, 795.0];[630.0, 490.0, 120.0, 720.0, 660.0]
854;801;5;0,5;0,9;0;NM;64881,28;99,74;[581.3201137259102, 1022.7754924162102, 377.1358720712723, 407.0934888603039, 367.94182246426544];[303.3184547539713, 716.0735784082154, 232.92723856547605, 147.95080062978667, 203.28954037467508]
856;802;5;0,5;0,9;0;ACO;84288,40;97,81;[475.0, 250.0, 555.0, 330.0, 940.0];[315.0, 105.0, 550.0, 225.0, 440.0]
496;803;5;0,25;0,9;0;ACO;77960,89;99,87;[845.0, 375.0, 405.0, 170.0, 715.0];[665.0, 340.0, 300.0, 125.0, 345.0]
147;804;5;0,25;0,7;0;GA;214322,81;83,4;[286.94, 65.1, 400.84, 283.28, 751.39];[65.97335880442375, 21.213624138210374, 111.6790985405848, 48.48400990211616, 681.5017232963662]
686;805;20;0,25;0,7;0;NM;140004,46;99,68;[564.8109964454579, 422.449421697891, 560.2873935914831, 552.0847983785072, 379.8724887051157, 320.60616862160805, 511.49047841167464, 385.6610687227317, 427.2006562450316, 580.7619488266765, 588.0434579225373, 478.37852497883216, 436.47952915668867, 262.7040968942541, 405.5951379348359, 426.6760250034611, 390.6269338858282, 400.7819727287518, 463.7995653483888, 423.87763641985646];[355.84207671454436, 169.16206138274953, 237.88710998545636, 319.02701402413305, 145.31826263048478, 91.31379797462141, 256.8066133434966, 214.20077077056166, 138.417921997031, 218.93212920390295, 337.9606170928597, 196.79911182974897, 169.93621669017733, 102.1323505892905, 230.43042527908986, 269.9536193937058, 209.1823297435603, 252.39604610935058, 144.4445644121727, 260.2203695049688]
850;806;5;0,5;0,8;0,15;NM;100184,38;95,31;[380.1555769169185, 512.5846609904072, 635.3438186071239, 707.0805465394601, 713.8099716465297];[150.13119789186004, 283.6402652664019, 383.54385137761744, 415.81952677660934, 201.72767402913104]
116;807;5;0,1;0,7;0,05;ACO;185067,53;86,55;[925.0, 590.0, 435.0, 400.0, 935.0];[865.0, 475.0, 185.0, 90.0, 865.0]
309;808;10;0,5;0,8;0,15;RD;122081,10;99,92;[557.8699028664564, 877.5734970150719, 375.9440149839026, 776.2153918376385, 600.3987026942921, 735.3049225897641, 890.3591517305683, 247.60611153620349, 286.1410246953979, 626.3028295318634];[241.96344747899383, 557.9392627172655, 212.5523543542249, 645.3141185271991, 249.75439541066197, 609.6422364774837, 779.2870028660002, 183.34987896408353, 265.3793987014075, 496.99969581984936]
